State,Month,Region_Type,ANC_Registered,Adult_Death_TB,Adult_Suicide,C_Section,Child_Diarrhoea,Child_Malaria,Child_TB,Condoms_Distributed,Early_Breastfeeding,Immunization_MR,Infant_Death_Sepsis,Institutional_Delivery,Low_Birth_Weight,Maternal_Death_Bleeding,PW_Hypertension,Severe_Anaemia_Treated
Karnataka,September,Urban,22709.0,10.0,26.0,13037.0,3081.0,7.0,26.0,225893.0,27630.0,23818.0,13.0,32165.0,1933.0,2.0,1112.0,499.0
Kerala,April,Rural,38153.0,6.0,35.0,13266.0,3687.0,4.0,10.0,153238.0,31856.0,32350.0,8.0,34826.0,3476.0,0.0,1162.0,271.0
Kerala,April,Urban,5478.0,3.0,3.0,3088.0,756.0,0.0,2.0,23810.0,6316.0,3516.0,0.0,6863.0,663.0,0.0,243.0,11.0
Kerala,August,Rural,35531.0,7.0,26.0,12654.0,6766.0,0.0,27.0,144266.0,30110.0,35742.0,6.0,31659.0,3808.0,0.0,2030.0,138.0
Kerala,August,Urban,6098.0,0.0,5.0,3071.0,1073.0,0.0,0.0,23974.0,6173.0,4059.0,0.0,6467.0,598.0,0.0,246.0,32.0
Kerala,December,Rural,35025.0,3.0,41.0,11833.0,4903.0,5.0,3.0,107557.0,28719.0,31725.0,10.0,29951.0,3296.0,0.0,1144.0,130.0
Kerala,December,Urban,5598.0,0.0,1.0,2877.0,538.0,1.0,0.0,21715.0,5570.0,3498.0,0.0,5858.0,528.0,0.0,164.0,25.0
Kerala,February,Rural,34287.0,9.0,47.0,10604.0,4716.0,2.0,4.0,124712.0,23142.0,35140.0,2.0,25859.0,2983.0,0.0,1008.0,148.0
Kerala,February,Urban,5274.0,1.0,1.0,2696.0,682.0,0.0,1.0,24635.0,4505.0,3842.0,0.0,5414.0,534.0,0.0,182.0,26.0
Kerala,January,Rural,39740.0,6.0,34.0,11410.0,4975.0,7.0,2.0,113022.0,27818.0,38656.0,16.0,28981.0,3190.0,0.0,1075.0,171.0
Kerala,January,Urban,5601.0,0.0,2.0,2772.0,572.0,0.0,0.0,20750.0,5226.0,4413.0,0.0,5953.0,525.0,0.0,203.0,15.0
Kerala,July,Rural,37413.0,8.0,30.0,12318.0,8560.0,7.0,7.0,176071.0,29581.0,34856.0,6.0,31117.0,4140.0,1.0,1602.0,154.0
Kerala,July,Urban,7746.0,0.0,12.0,3117.0,1241.0,0.0,1.0,30834.0,5991.0,3910.0,2.0,6563.0,673.0,0.0,203.0,23.0
Kerala,June,Rural,38442.0,6.0,32.0,12942.0,6101.0,5.0,3.0,163554.0,31631.0,36033.0,12.0,33419.0,3629.0,0.0,1708.0,139.0
Kerala,June,Urban,7060.0,0.0,6.0,3009.0,1227.0,0.0,0.0,29751.0,5773.0,3584.0,0.0,6541.0,758.0,0.0,187.0,20.0
Kerala,March,Rural,35675.0,4.0,22.0,12218.0,3521.0,6.0,14.0,113450.0,27476.0,25468.0,14.0,30761.0,3361.0,1.0,921.0,155.0
Kerala,March,Urban,4487.0,0.0,4.0,2669.0,325.0,0.0,0.0,23061.0,4658.0,2320.0,0.0,5589.0,513.0,0.0,239.0,32.0
Kerala,May,Rural,39885.0,9.0,41.0,14123.0,4520.0,0.0,9.0,160439.0,33217.0,36888.0,6.0,36430.0,3828.0,0.0,1080.0,175.0
Kerala,May,Urban,5850.0,1.0,5.0,3553.0,647.0,0.0,0.0,24764.0,6974.0,3639.0,1.0,7481.0,680.0,0.0,285.0,23.0
Kerala,November,Rural,40391.0,14.0,24.0,13362.0,5106.0,0.0,9.0,107078.0,31801.0,35006.0,12.0,33410.0,4197.0,0.0,1169.0,158.0
Kerala,November,Urban,6069.0,0.0,0.0,2813.0,618.0,0.0,1.0,23376.0,5641.0,3695.0,1.0,6072.0,607.0,0.0,159.0,18.0
Kerala,October,Rural,43056.0,15.0,33.0,14124.0,5530.0,16.0,18.0,115407.0,33965.0,38739.0,5.0,35349.0,4179.0,0.0,1171.0,158.0
Kerala,October,Urban,6085.0,5.0,0.0,3303.0,664.0,0.0,0.0,24630.0,6143.0,4039.0,2.0,7010.0,593.0,0.0,189.0,21.0
Kerala,September,Rural,38841.0,10.0,34.0,12968.0,5480.0,6.0,4.0,121787.0,30887.0,33310.0,5.0,32277.0,4190.0,0.0,1053.0,114.0
Kerala,September,Urban,5841.0,3.0,2.0,3007.0,871.0,0.0,0.0,24940.0,6185.0,3739.0,1.0,6533.0,522.0,0.0,189.0,15.0
Lakshadweep,April,Rural,126.0,0.0,0.0,24.0,99.0,0.0,0.0,2757.0,70.0,62.0,0.0,72.0,4.0,0.0,4.0,2.0
Lakshadweep,August,Rural,107.0,0.0,0.0,25.0,184.0,0.0,0.0,2205.0,61.0,81.0,0.0,62.0,8.0,0.0,7.0,2.0
Lakshadweep,December,Rural,106.0,0.0,0.0,30.0,213.0,0.0,1.0,2605.0,77.0,64.0,0.0,77.0,7.0,0.0,3.0,22.0
Lakshadweep,February,Rural,92.0,0.0,0.0,22.0,117.0,1.0,0.0,2831.0,54.0,82.0,0.0,56.0,2.0,0.0,4.0,0.0
Lakshadweep,January,Rural,137.0,0.0,0.0,26.0,208.0,0.0,0.0,1481.0,76.0,109.0,0.0,76.0,4.0,0.0,6.0,0.0
Lakshadweep,July,Rural,101.0,0.0,0.0,32.0,149.0,0.0,0.0,2636.0,71.0,119.0,0.0,70.0,12.0,0.0,4.0,0.0
Lakshadweep,June,Rural,96.0,0.0,0.0,28.0,47.0,0.0,0.0,2925.0,71.0,60.0,0.0,68.0,12.0,0.0,4.0,0.0
Lakshadweep,March,Rural,104.0,0.0,0.0,25.0,81.0,0.0,0.0,1891.0,74.0,67.0,0.0,74.0,5.0,0.0,4.0,2.0
Lakshadweep,May,Rural,102.0,0.0,0.0,34.0,69.0,0.0,0.0,2400.0,75.0,93.0,0.0,74.0,5.0,0.0,7.0,0.0
Lakshadweep,November,Rural,110.0,0.0,0.0,31.0,148.0,0.0,0.0,2638.0,79.0,86.0,0.0,75.0,9.0,0.0,3.0,21.0
Lakshadweep,October,Rural,92.0,0.0,0.0,39.0,116.0,0.0,0.0,2601.0,90.0,97.0,0.0,89.0,9.0,0.0,4.0,8.0
Lakshadweep,September,Rural,101.0,0.0,0.0,26.0,153.0,0.0,0.0,2661.0,76.0,75.0,0.0,76.0,7.0,0.0,7.0,3.0
Madhya Pradesh,April,Rural,138113.0,141.0,342.0,5725.0,18541.0,612.0,130.0,1505315.0,73474.0,109633.0,127.0,74808.0,10990.0,20.0,2619.0,3678.0
Madhya Pradesh,April,Urban,27951.0,3.0,11.0,5199.0,2016.0,168.0,52.0,229279.0,19645.0,19767.0,18.0,22582.0,2909.0,0.0,1008.0,1376.0
Madhya Pradesh,August,Rural,124013.0,173.0,363.0,6641.0,26053.0,696.0,394.0,1803233.0,102417.0,127844.0,184.0,103253.0,17082.0,41.0,2367.0,4152.0
Madhya Pradesh,August,Urban,26854.0,2.0,11.0,6821.0,3141.0,127.0,32.0,338944.0,26501.0,19508.0,15.0,30774.0,4177.0,1.0,899.0,1552.0
Madhya Pradesh,December,Rural,131526.0,122.0,298.0,6095.0,11617.0,775.0,288.0,1715934.0,83976.0,121613.0,178.0,85283.0,13738.0,20.0,2988.0,2971.0
Madhya Pradesh,December,Urban,26903.0,4.0,15.0,6512.0,1297.0,100.0,38.0,308028.0,22147.0,21037.0,23.0,26204.0,3545.0,1.0,897.0,1191.0
Madhya Pradesh,February,Rural,138462.0,150.0,362.0,6170.0,12336.0,273.0,510.0,1940916.0,75635.0,121873.0,139.0,78372.0,12479.0,13.0,3524.0,3482.0
Madhya Pradesh,February,Urban,28056.0,5.0,13.0,5606.0,1404.0,2367.0,15.0,331140.0,19683.0,22302.0,15.0,21788.0,3184.0,2.0,869.0,1208.0
Madhya Pradesh,January,Rural,131400.0,151.0,362.0,6312.0,11673.0,685.0,197.0,1769960.0,82407.0,117890.0,172.0,82853.0,13741.0,12.0,3356.0,3230.0
Madhya Pradesh,January,Urban,25625.0,7.0,19.0,5932.0,1519.0,2530.0,12.0,334033.0,21945.0,20047.0,19.0,24629.0,2982.0,1.0,889.0,1229.0
Madhya Pradesh,July,Rural,144798.0,164.0,350.0,6428.0,44386.0,537.0,360.0,1900171.0,94048.0,134665.0,163.0,94657.0,14564.0,19.0,2526.0,4862.0
Madhya Pradesh,July,Urban,29420.0,2.0,14.0,6649.0,5626.0,84.0,81.0,344347.0,25238.0,21339.0,14.0,28663.0,4012.0,1.0,794.0,1934.0
Madhya Pradesh,June,Rural,143629.0,172.0,462.0,5908.0,26935.0,316.0,308.0,1718361.0,86263.0,124288.0,245.0,87035.0,13268.0,15.0,2483.0,4780.0
Madhya Pradesh,June,Urban,26442.0,6.0,17.0,5736.0,3123.0,41.0,36.0,246996.0,22109.0,20747.0,10.0,25461.0,3601.0,0.0,681.0,1647.0
Madhya Pradesh,March,Rural,126778.0,157.0,377.0,6523.0,11908.0,206.0,134.0,1710557.0,77775.0,116848.0,108.0,80211.0,12276.0,8.0,3230.0,2968.0
Madhya Pradesh,March,Urban,22534.0,5.0,13.0,4813.0,1217.0,1651.0,4.0,245389.0,19966.0,17094.0,5.0,22027.0,2865.0,0.0,776.0,967.0
Madhya Pradesh,May,Rural,133173.0,138.0,391.0,5756.0,21806.0,335.0,104.0,1663970.0,78052.0,116171.0,181.0,79046.0,11906.0,16.0,2554.0,4391.0
Madhya Pradesh,May,Urban,27023.0,2.0,11.0,6008.0,2851.0,65.0,27.0,215632.0,21066.0,19341.0,22.0,24240.0,2893.0,0.0,811.0,1166.0
Madhya Pradesh,November,Rural,125358.0,181.0,410.0,6326.0,11858.0,765.0,144.0,1757941.0,89654.0,118119.0,178.0,90488.0,16006.0,16.0,2844.0,2940.0
Madhya Pradesh,November,Urban,27836.0,5.0,20.0,6512.0,1652.0,180.0,19.0,311937.0,24210.0,19938.0,15.0,27718.0,3652.0,2.0,978.0,1280.0
Madhya Pradesh,October,Rural,121291.0,147.0,362.0,6514.0,15653.0,471.0,162.0,1745175.0,90435.0,130492.0,165.0,90202.0,16344.0,19.0,2504.0,3629.0
Madhya Pradesh,October,Urban,25839.0,6.0,19.0,6249.0,1724.0,199.0,8.0,315028.0,24131.0,20196.0,21.0,27451.0,3843.0,2.0,864.0,1187.0
Madhya Pradesh,September,Rural,139892.0,196.0,375.0,6313.0,22951.0,546.0,134.0,1728483.0,96025.0,142217.0,186.0,95644.0,17445.0,22.0,2630.0,3835.0
Madhya Pradesh,September,Urban,26739.0,9.0,14.0,6680.0,2199.0,235.0,45.0,337828.0,25080.0,22242.0,12.0,28843.0,4026.0,2.0,979.0,1546.0
Maharashtra,April,Rural,115034.0,164.0,517.0,27954.0,4115.0,19.0,105.0,923065.0,119996.0,97817.0,125.0,127167.0,13021.0,9.0,2488.0,5282.0
Maharashtra,April,Urban,60965.0,60.0,13.0,5440.0,2653.0,20.0,43.0,584976.0,20203.0,53045.0,9.0,22370.0,3081.0,2.0,965.0,1598.0
Maharashtra,August,Rural,107095.0,244.0,561.0,30415.0,5528.0,130.0,92.0,794300.0,122370.0,106233.0,154.0,131536.0,15126.0,14.0,2506.0,5264.0
Maharashtra,August,Urban,61604.0,61.0,9.0,5962.0,4409.0,94.0,28.0,502096.0,22391.0,61337.0,12.0,24751.0,3470.0,0.0,882.0,1693.0
Maharashtra,December,Rural,106734.0,161.0,473.0,31772.0,4318.0,146.0,100.0,866190.0,116400.0,103371.0,123.0,124764.0,15039.0,10.0,2360.0,4665.0
Maharashtra,December,Urban,62637.0,53.0,5.0,5939.0,2746.0,43.0,29.0,608435.0,21697.0,61122.0,20.0,23933.0,3337.0,1.0,872.0,1576.0
Maharashtra,February,Rural,109947.0,162.0,444.0,29189.0,4163.0,101.0,171.0,915062.0,106960.0,99915.0,123.0,115343.0,13860.0,4.0,2498.0,4949.0
Maharashtra,February,Urban,61196.0,42.0,12.0,5369.0,3160.0,20.0,26.0,650886.0,17930.0,57844.0,23.0,19933.0,2720.0,1.0,817.0,1325.0
Maharashtra,January,Rural,112362.0,186.0,470.0,31000.0,4209.0,150.0,132.0,889484.0,112121.0,100163.0,130.0,122418.0,14485.0,6.0,2774.0,4931.0
Maharashtra,January,Urban,63088.0,53.0,8.0,5714.0,3396.0,53.0,37.0,610257.0,20281.0,60766.0,23.0,22358.0,2955.0,0.0,958.0,1513.0
Maharashtra,July,Rural,118340.0,218.0,523.0,28306.0,6314.0,123.0,69.0,818530.0,115280.0,107677.0,132.0,123932.0,13668.0,13.0,2329.0,5800.0
Maharashtra,July,Urban,66931.0,38.0,15.0,5184.0,4928.0,103.0,28.0,457202.0,20129.0,62646.0,10.0,22075.0,3021.0,1.0,922.0,1788.0
Maharashtra,June,Rural,120877.0,193.0,542.0,28264.0,5161.0,42.0,133.0,869221.0,116730.0,111554.0,120.0,124907.0,12481.0,8.0,2523.0,5242.0
Maharashtra,June,Urban,62891.0,44.0,10.0,4933.0,3092.0,55.0,30.0,483939.0,19441.0,60432.0,5.0,21476.0,2853.0,0.0,892.0,1630.0
Maharashtra,March,Rural,104593.0,163.0,480.0,27623.0,3481.0,107.0,155.0,858679.0,105717.0,91212.0,110.0,113639.0,13387.0,10.0,1980.0,3737.0
Maharashtra,March,Urban,51831.0,32.0,7.0,4876.0,2053.0,105.0,41.0,533798.0,16707.0,45014.0,3.0,18537.0,2715.0,2.0,582.0,1186.0
Maharashtra,May,Rural,104972.0,184.0,552.0,28273.0,4988.0,60.0,99.0,889274.0,117181.0,98277.0,135.0,125662.0,13195.0,6.0,2479.0,5318.0
Maharashtra,May,Urban,59429.0,43.0,21.0,5597.0,2783.0,41.0,47.0,492794.0,20487.0,54146.0,4.0,23480.0,3033.0,0.0,1039.0,1769.0
Maharashtra,November,Rural,108704.0,176.0,528.0,32964.0,4104.0,59.0,90.0,857806.0,124303.0,102279.0,160.0,133297.0,16675.0,8.0,2888.0,5111.0
Maharashtra,November,Urban,63168.0,46.0,9.0,5936.0,3038.0,51.0,27.0,626104.0,22998.0,62424.0,22.0,25222.0,3671.0,3.0,932.0,1616.0
Maharashtra,October,Rural,104261.0,175.0,472.0,32299.0,4381.0,72.0,113.0,875508.0,125824.0,106614.0,148.0,135332.0,16799.0,20.0,2329.0,5164.0
Maharashtra,October,Urban,57048.0,43.0,8.0,6422.0,3191.0,48.0,24.0,564445.0,24378.0,55695.0,14.0,26977.0,4002.0,3.0,929.0,1438.0
Maharashtra,September,Rural,108755.0,211.0,613.0,30758.0,4495.0,157.0,125.0,849312.0,124030.0,99405.0,160.0,132454.0,16733.0,14.0,2303.0,5179.0
Maharashtra,September,Urban,58884.0,40.0,9.0,6103.0,3822.0,72.0,36.0,538600.0,23592.0,55426.0,14.0,25640.0,3914.0,1.0,888.0,1469.0
Manipur,April,Rural,4935.0,0.0,2.0,447.0,1293.0,0.0,0.0,9897.0,2336.0,2570.0,0.0,2217.0,101.0,0.0,26.0,6.0
Manipur,April,Urban,247.0,0.0,1.0,250.0,65.0,0.0,0.0,439.0,363.0,224.0,0.0,370.0,16.0,0.0,8.0,0.0
Manipur,August,Rural,4638.0,0.0,4.0,582.0,862.0,1.0,0.0,12060.0,2478.0,3181.0,0.0,2396.0,144.0,0.0,26.0,9.0
Manipur,August,Urban,249.0,0.0,4.0,273.0,34.0,0.0,0.0,506.0,387.0,339.0,0.0,395.0,23.0,0.0,6.0,6.0
Manipur,December,Rural,4025.0,0.0,4.0,801.0,721.0,0.0,0.0,12484.0,2784.0,3135.0,0.0,2738.0,129.0,1.0,12.0,5.0
Manipur,December,Urban,243.0,0.0,1.0,375.0,63.0,0.0,0.0,544.0,623.0,275.0,0.0,611.0,64.0,0.0,28.0,0.0
Manipur,February,Rural,4557.0,1.0,4.0,612.0,1073.0,0.0,0.0,11831.0,2257.0,3007.0,0.0,2179.0,97.0,1.0,11.0,2.0
Manipur,February,Urban,332.0,1.0,0.0,269.0,113.0,0.0,0.0,952.0,377.0,266.0,0.0,375.0,17.0,0.0,4.0,0.0
Manipur,January,Rural,4158.0,2.0,10.0,684.0,761.0,0.0,0.0,10619.0,2815.0,3424.0,2.0,2515.0,130.0,0.0,15.0,5.0
Manipur,January,Urban,307.0,0.0,0.0,314.0,3.0,0.0,0.0,579.0,430.0,284.0,0.0,429.0,17.0,0.0,21.0,1.0
Manipur,July,Rural,4904.0,0.0,4.0,589.0,876.0,2.0,1.0,19361.0,2256.0,3085.0,1.0,2121.0,124.0,0.0,24.0,7.0
Manipur,July,Urban,295.0,0.0,4.0,216.0,27.0,0.0,0.0,835.0,375.0,293.0,0.0,374.0,19.0,0.0,0.0,0.0
Manipur,June,Rural,4424.0,0.0,6.0,644.0,1138.0,5.0,0.0,9726.0,2400.0,2860.0,0.0,2028.0,106.0,0.0,18.0,13.0
Manipur,June,Urban,299.0,0.0,2.0,247.0,30.0,0.0,0.0,358.0,317.0,230.0,0.0,316.0,15.0,0.0,11.0,0.0
Manipur,March,Rural,3100.0,0.0,3.0,503.0,836.0,0.0,0.0,8373.0,1960.0,2033.0,0.0,2048.0,98.0,1.0,6.0,3.0
Manipur,March,Urban,197.0,1.0,0.0,187.0,43.0,0.0,0.0,122.0,264.0,34.0,0.0,274.0,22.0,0.0,11.0,0.0
Manipur,May,Rural,5221.0,0.0,9.0,719.0,1223.0,4.0,0.0,11299.0,2516.0,2976.0,0.0,2135.0,105.0,0.0,19.0,2.0
Manipur,May,Urban,286.0,0.0,2.0,206.0,52.0,0.0,0.0,337.0,312.0,232.0,0.0,312.0,16.0,0.0,6.0,0.0
Manipur,November,Rural,3932.0,3.0,2.0,763.0,604.0,1.0,0.0,11343.0,2627.0,3011.0,0.0,2632.0,151.0,0.0,13.0,4.0
Manipur,November,Urban,245.0,0.0,0.0,304.0,1.0,0.0,0.0,858.0,435.0,301.0,0.0,431.0,20.0,0.0,6.0,1.0
Manipur,October,Rural,3860.0,1.0,3.0,782.0,603.0,0.0,2.0,10781.0,2791.0,3163.0,1.0,2729.0,51.0,1.0,15.0,2.0
Manipur,October,Urban,282.0,0.0,3.0,318.0,6.0,0.0,0.0,891.0,464.0,253.0,0.0,459.0,20.0,0.0,10.0,0.0
Manipur,September,Rural,4329.0,0.0,3.0,684.0,660.0,1.0,2.0,11330.0,3028.0,3365.0,0.0,2694.0,70.0,1.0,17.0,3.0
Manipur,September,Urban,281.0,0.0,1.0,268.0,20.0,0.0,0.0,633.0,478.0,277.0,0.0,473.0,11.0,1.0,8.0,0.0
Meghalaya,April,Rural,11630.0,18.0,17.0,605.0,5755.0,44.0,10.0,21948.0,6469.0,3196.0,14.0,4059.0,449.0,4.0,321.0,249.0
Meghalaya,April,Urban,395.0,1.0,1.0,0.0,221.0,0.0,0.0,1725.0,5.0,244.0,0.0,0.0,0.0,0.0,3.0,2.0
Meghalaya,August,Rural,13174.0,18.0,17.0,736.0,5604.0,23.0,31.0,26077.0,7042.0,5047.0,12.0,4760.0,598.0,3.0,325.0,385.0
Meghalaya,August,Urban,371.0,1.0,3.0,0.0,251.0,11.0,0.0,2315.0,10.0,348.0,1.0,0.0,1.0,0.0,6.0,1.0
Meghalaya,December,Rural,8625.0,21.0,8.0,836.0,3379.0,50.0,8.0,24109.0,6220.0,5659.0,12.0,4681.0,585.0,2.0,299.0,228.0
Meghalaya,December,Urban,222.0,0.0,2.0,0.0,101.0,0.0,0.0,1893.0,5.0,254.0,0.0,0.0,0.0,0.0,3.0,0.0
Meghalaya,February,Rural,10742.0,21.0,16.0,677.0,5541.0,22.0,6.0,22486.0,6665.0,7071.0,17.0,4305.0,538.0,0.0,319.0,225.0
Meghalaya,February,Urban,334.0,0.0,0.0,0.0,208.0,0.0,0.0,1727.0,7.0,343.0,0.0,0.0,1.0,0.0,3.0,4.0
Meghalaya,January,Rural,9861.0,18.0,15.0,640.0,4456.0,8.0,7.0,24024.0,7531.0,6394.0,19.0,4786.0,608.0,3.0,429.0,230.0
Meghalaya,January,Urban,300.0,0.0,2.0,0.0,168.0,0.0,0.0,1511.0,8.0,324.0,0.0,0.0,0.0,0.0,6.0,2.0
Meghalaya,July,Rural,12421.0,26.0,15.0,619.0,6190.0,31.0,23.0,36790.0,6250.0,4426.0,16.0,4277.0,507.0,6.0,280.0,328.0
Meghalaya,July,Urban,375.0,1.0,2.0,0.0,192.0,0.0,1.0,3601.0,8.0,301.0,0.0,0.0,0.0,0.0,9.0,3.0
Meghalaya,June,Rural,11353.0,16.0,11.0,627.0,7286.0,50.0,34.0,23205.0,5804.0,4357.0,9.0,3867.0,503.0,9.0,269.0,268.0
Meghalaya,June,Urban,415.0,0.0,3.0,0.0,240.0,0.0,0.0,1277.0,14.0,280.0,0.0,0.0,1.0,0.0,5.0,3.0
Meghalaya,March,Rural,10593.0,17.0,9.0,675.0,5691.0,5.0,9.0,19904.0,6518.0,7308.0,14.0,4245.0,481.0,0.0,340.0,164.0
Meghalaya,March,Urban,359.0,1.0,1.0,0.0,194.0,0.0,0.0,1355.0,8.0,348.0,0.0,0.0,0.0,0.0,6.0,1.0
Meghalaya,May,Rural,12637.0,18.0,12.0,687.0,8038.0,25.0,22.0,22851.0,6112.0,4292.0,15.0,4146.0,498.0,3.0,391.0,252.0
Meghalaya,May,Urban,462.0,2.0,3.0,0.0,321.0,0.0,0.0,2169.0,5.0,299.0,0.0,0.0,0.0,0.0,4.0,1.0
Meghalaya,November,Rural,10328.0,19.0,9.0,771.0,4171.0,36.0,13.0,25947.0,7012.0,5832.0,16.0,4774.0,628.0,2.0,311.0,283.0
Meghalaya,November,Urban,336.0,0.0,2.0,0.0,117.0,0.0,0.0,1336.0,8.0,332.0,0.0,0.0,0.0,0.0,12.0,4.0
Meghalaya,October,Rural,11020.0,17.0,15.0,836.0,4614.0,21.0,32.0,25587.0,7508.0,5717.0,21.0,5111.0,728.0,2.0,339.0,238.0
Meghalaya,October,Urban,353.0,0.0,1.0,0.0,165.0,0.0,0.0,1853.0,13.0,342.0,0.0,0.0,1.0,0.0,7.0,1.0
Meghalaya,September,Rural,12334.0,19.0,10.0,744.0,5351.0,24.0,20.0,25403.0,7392.0,5141.0,11.0,4997.0,685.0,3.0,350.0,320.0
Meghalaya,September,Urban,357.0,0.0,2.0,0.0,208.0,0.0,0.0,1562.0,19.0,292.0,0.0,0.0,3.0,0.0,6.0,2.0
Mizoram,April,Rural,1311.0,1.0,5.0,177.0,847.0,14.0,8.0,8195.0,1386.0,880.0,2.0,1273.0,53.0,0.0,97.0,12.0
Mizoram,April,Urban,640.0,2.0,4.0,70.0,117.0,1.0,0.0,4136.0,216.0,438.0,0.0,220.0,13.0,0.0,2.0,1.0
Mizoram,August,Rural,1416.0,2.0,4.0,248.0,856.0,105.0,12.0,8420.0,1457.0,1035.0,1.0,1372.0,72.0,0.0,141.0,6.0
Mizoram,August,Urban,802.0,0.0,1.0,80.0,62.0,0.0,0.0,4196.0,242.0,592.0,2.0,242.0,13.0,0.0,3.0,0.0
Mizoram,December,Rural,1179.0,2.0,4.0,202.0,504.0,50.0,6.0,8668.0,1413.0,1027.0,3.0,1298.0,74.0,0.0,23.0,12.0
Mizoram,December,Urban,302.0,4.0,1.0,82.0,41.0,0.0,0.0,3004.0,257.0,475.0,0.0,260.0,24.0,0.0,7.0,0.0
Mizoram,February,Rural,1403.0,1.0,6.0,199.0,954.0,41.0,13.0,7629.0,1387.0,1193.0,3.0,1247.0,79.0,0.0,32.0,11.0
Mizoram,February,Urban,637.0,2.0,2.0,67.0,27.0,0.0,0.0,3377.0,219.0,483.0,0.0,250.0,12.0,0.0,2.0,0.0
Mizoram,January,Rural,1732.0,5.0,3.0,216.0,803.0,69.0,0.0,7509.0,1606.0,1046.0,3.0,1397.0,64.0,1.0,38.0,2.0
Mizoram,January,Urban,759.0,3.0,4.0,93.0,43.0,0.0,0.0,2676.0,278.0,487.0,0.0,279.0,16.0,0.0,8.0,0.0
Mizoram,July,Rural,1567.0,6.0,11.0,184.0,899.0,92.0,5.0,9660.0,1435.0,1048.0,2.0,1318.0,86.0,0.0,31.0,12.0
Mizoram,July,Urban,724.0,1.0,1.0,69.0,67.0,1.0,0.0,4253.0,61.0,496.0,0.0,233.0,2.0,0.0,0.0,0.0
Mizoram,June,Rural,1521.0,4.0,5.0,186.0,1047.0,83.0,17.0,8695.0,1268.0,955.0,4.0,1146.0,63.0,0.0,40.0,9.0
Mizoram,June,Urban,664.0,1.0,2.0,68.0,74.0,0.0,0.0,3839.0,205.0,459.0,1.0,210.0,8.0,0.0,7.0,0.0
Mizoram,March,Rural,1203.0,6.0,3.0,175.0,1042.0,15.0,5.0,6774.0,1252.0,1050.0,2.0,1127.0,48.0,0.0,22.0,8.0
Mizoram,March,Urban,577.0,0.0,1.0,85.0,45.0,0.0,0.0,2829.0,254.0,383.0,0.0,255.0,15.0,0.0,2.0,0.0
Mizoram,May,Rural,1464.0,2.0,7.0,194.0,925.0,15.0,13.0,8599.0,1296.0,965.0,2.0,1185.0,84.0,0.0,92.0,5.0
Mizoram,May,Urban,555.0,1.0,1.0,65.0,73.0,0.0,0.0,4459.0,193.0,448.0,0.0,191.0,7.0,0.0,6.0,0.0
Mizoram,November,Rural,1156.0,3.0,5.0,218.0,589.0,57.0,2.0,7212.0,1385.0,991.0,3.0,1290.0,85.0,0.0,19.0,5.0
Mizoram,November,Urban,453.0,5.0,2.0,99.0,46.0,12.0,0.0,3455.0,284.0,594.0,0.0,287.0,18.0,0.0,7.0,0.0
Mizoram,October,Rural,1231.0,2.0,2.0,234.0,646.0,46.0,3.0,7791.0,1512.0,957.0,2.0,1406.0,63.0,0.0,15.0,4.0
Mizoram,October,Urban,544.0,2.0,3.0,106.0,28.0,0.0,0.0,3262.0,267.0,542.0,0.0,272.0,18.0,0.0,1.0,1.0
Mizoram,September,Rural,1240.0,3.0,3.0,255.0,824.0,76.0,2.0,7830.0,1539.0,938.0,3.0,1456.0,75.0,0.0,26.0,9.0
Mizoram,September,Urban,534.0,1.0,7.0,75.0,18.0,0.0,0.0,3362.0,275.0,456.0,1.0,278.0,17.0,1.0,0.0,1.0
Nagaland,April,Rural,2632.0,3.0,0.0,119.0,332.0,2.0,1.0,5794.0,1212.0,1019.0,0.0,1075.0,48.0,1.0,28.0,4.0
Nagaland,April,Urban,872.0,2.0,0.0,95.0,101.0,0.0,1.0,5312.0,131.0,217.0,0.0,199.0,17.0,0.0,7.0,9.0
Nagaland,August,Rural,2945.0,5.0,0.0,154.0,488.0,10.0,5.0,5440.0,1299.0,1392.0,3.0,1280.0,55.0,1.0,43.0,3.0
Nagaland,August,Urban,941.0,2.0,0.0,145.0,23.0,0.0,1.0,2401.0,170.0,200.0,1.0,286.0,26.0,0.0,8.0,10.0
Nagaland,December,Rural,1688.0,3.0,0.0,145.0,209.0,0.0,1.0,5100.0,1311.0,1165.0,1.0,1243.0,80.0,0.0,34.0,1.0
Nagaland,December,Urban,640.0,2.0,0.0,121.0,38.0,0.0,0.0,2660.0,180.0,185.0,1.0,272.0,16.0,0.0,10.0,4.0
Nagaland,February,Rural,2475.0,2.0,0.0,159.0,513.0,0.0,2.0,5130.0,1082.0,940.0,1.0,1085.0,52.0,0.0,62.0,5.0
Nagaland,February,Urban,800.0,1.0,0.0,90.0,99.0,0.0,2.0,2787.0,136.0,223.0,0.0,205.0,14.0,0.0,4.0,13.0
Nagaland,January,Rural,2344.0,3.0,0.0,136.0,251.0,0.0,0.0,5495.0,1305.0,1438.0,2.0,1135.0,60.0,1.0,46.0,8.0
Nagaland,January,Urban,718.0,0.0,0.0,121.0,81.0,0.0,2.0,3304.0,149.0,248.0,0.0,236.0,13.0,0.0,8.0,7.0
Nagaland,July,Rural,2910.0,5.0,0.0,129.0,311.0,0.0,3.0,9815.0,1266.0,1501.0,1.0,1113.0,60.0,0.0,39.0,5.0
