State,Month,Region_Type,ANC_Registered,Adult_Death_TB,Adult_Suicide,C_Section,Child_Diarrhoea,Child_Malaria,Child_TB,Condoms_Distributed,Early_Breastfeeding,Immunization_MR,Infant_Death_Sepsis,Institutional_Delivery,Low_Birth_Weight,Maternal_Death_Bleeding,PW_Hypertension,Severe_Anaemia_Treated
Goa,August,Urban,382.0,0.0,0.0,248.0,0.0,0.0,0.0,1215.0,260.0,407.0,0.0,400.0,35.0,0.0,12.0,0.0
Goa,December,Rural,1915.0,1.0,2.0,400.0,183.0,5.0,1.0,40356.0,947.0,1123.0,0.0,1105.0,222.0,0.0,83.0,20.0
Goa,December,Urban,447.0,0.0,0.0,292.0,0.0,0.0,0.0,1460.0,310.0,381.0,0.0,475.0,42.0,0.0,20.0,3.0
Goa,February,Rural,1913.0,0.0,10.0,356.0,255.0,5.0,1.0,36402.0,850.0,1340.0,3.0,1018.0,239.0,0.0,88.0,28.0
Goa,February,Urban,517.0,0.0,0.0,251.0,0.0,0.0,0.0,2412.0,321.0,379.0,0.0,437.0,32.0,0.0,9.0,0.0
Goa,January,Rural,2007.0,2.0,4.0,393.0,237.0,1.0,1.0,36316.0,951.0,1557.0,0.0,1085.0,232.0,0.0,61.0,25.0
Goa,January,Urban,348.0,0.0,0.0,320.0,0.0,0.0,0.0,1060.0,307.0,439.0,0.0,489.0,33.0,0.0,14.0,0.0
Goa,July,Rural,1940.0,2.0,6.0,354.0,558.0,6.0,2.0,29549.0,808.0,1646.0,1.0,969.0,219.0,0.0,69.0,17.0
Goa,July,Urban,482.0,0.0,0.0,241.0,0.0,0.0,0.0,1265.0,281.0,463.0,0.0,411.0,18.0,0.0,39.0,0.0
Goa,June,Rural,1869.0,3.0,1.0,381.0,444.0,4.0,3.0,26201.0,885.0,1316.0,0.0,1077.0,319.0,0.0,84.0,10.0
Goa,June,Urban,594.0,0.0,0.0,289.0,0.0,0.0,0.0,1327.0,305.0,450.0,0.0,449.0,31.0,0.0,26.0,0.0
Goa,March,Rural,1610.0,0.0,2.0,334.0,177.0,9.0,2.0,33820.0,784.0,1227.0,3.0,978.0,213.0,0.0,52.0,22.0
Goa,March,Urban,215.0,0.0,0.0,124.0,0.0,0.0,0.0,2135.0,105.0,310.0,0.0,185.0,13.0,0.0,1.0,0.0
Goa,May,Rural,1836.0,1.0,4.0,405.0,313.0,1.0,0.0,24265.0,891.0,1210.0,0.0,1133.0,238.0,0.0,80.0,13.0
Goa,May,Urban,441.0,0.0,0.0,227.0,0.0,0.0,0.0,1220.0,227.0,289.0,0.0,358.0,19.0,0.0,15.0,9.0
Goa,November,Rural,1818.0,0.0,3.0,475.0,225.0,0.0,3.0,34072.0,1063.0,1180.0,0.0,1272.0,237.0,0.0,104.0,13.0
Goa,November,Urban,472.0,0.0,0.0,332.0,0.0,0.0,0.0,1355.0,335.0,321.0,0.0,508.0,43.0,0.0,9.0,1.0
Goa,October,Rural,1976.0,4.0,2.0,483.0,231.0,1.0,7.0,33618.0,1060.0,1349.0,0.0,1303.0,258.0,0.0,103.0,17.0
Goa,October,Urban,466.0,0.0,0.0,293.0,0.0,0.0,0.0,1415.0,272.0,364.0,0.0,441.0,16.0,0.0,8.0,0.0
Goa,September,Rural,2103.0,2.0,0.0,437.0,374.0,1.0,0.0,30339.0,1002.0,1351.0,6.0,1202.0,240.0,0.0,93.0,18.0
Goa,September,Urban,444.0,0.0,0.0,252.0,0.0,0.0,0.0,1730.0,284.0,457.0,0.0,415.0,25.0,0.0,17.0,0.0
Gujarat,April,Rural,82625.0,126.0,177.0,5787.0,22480.0,147.0,86.0,1487774.0,41388.0,57860.0,125.0,43259.0,6687.0,10.0,1524.0,6148.0
Gujarat,April,Urban,38374.0,4.0,23.0,9780.0,2059.0,49.0,43.0,649303.0,35297.0,31957.0,8.0,39502.0,3338.0,1.0,372.0,795.0
Gujarat,August,Rural,65508.0,118.0,166.0,7545.0,26869.0,132.0,80.0,1627290.0,54945.0,67997.0,136.0,58200.0,9557.0,11.0,1412.0,5907.0
Gujarat,August,Urban,32144.0,4.0,5.0,12329.0,2521.0,384.0,33.0,597577.0,45692.0,31923.0,18.0,51301.0,4535.0,3.0,398.0,581.0
Gujarat,December,Rural,67612.0,90.0,150.0,7148.0,19402.0,633.0,83.0,1479453.0,52775.0,57505.0,191.0,56499.0,9206.0,14.0,1285.0,4505.0
Gujarat,December,Urban,33164.0,4.0,13.0,11377.0,1680.0,82.0,55.0,581698.0,40980.0,31823.0,8.0,46290.0,3711.0,2.0,180.0,496.0
Gujarat,February,Rural,74633.0,100.0,153.0,5964.0,19415.0,148.0,123.0,1432536.0,40061.0,63143.0,148.0,45386.0,7231.0,7.0,1260.0,4540.0
Gujarat,February,Urban,33001.0,0.0,15.0,9065.0,1904.0,0.0,27.0,740871.0,31425.0,30969.0,8.0,36162.0,3002.0,2.0,403.0,569.0
Gujarat,January,Rural,78706.0,96.0,134.0,6721.0,19593.0,1236.0,78.0,1345561.0,47383.0,63953.0,164.0,50972.0,8070.0,6.0,1502.0,4829.0
Gujarat,January,Urban,33964.0,5.0,14.0,10371.0,1463.0,0.0,54.0,558572.0,36213.0,30624.0,13.0,41925.0,3480.0,0.0,182.0,465.0
Gujarat,July,Rural,78540.0,128.0,200.0,7033.0,26512.0,206.0,76.0,1458741.0,50007.0,68457.0,153.0,52649.0,8310.0,14.0,1868.0,6797.0
Gujarat,July,Urban,36132.0,4.0,15.0,10728.0,2398.0,92.0,42.0,704862.0,41141.0,33356.0,18.0,46050.0,3688.0,2.0,704.0,686.0
Gujarat,June,Rural,82792.0,134.0,197.0,6444.0,24657.0,246.0,69.0,1470799.0,47687.0,71916.0,133.0,50474.0,7197.0,14.0,1268.0,6339.0
Gujarat,June,Urban,36234.0,7.0,14.0,10250.0,2203.0,102.0,51.0,735016.0,39018.0,33895.0,25.0,44062.0,3524.0,0.0,258.0,684.0
Gujarat,March,Rural,77041.0,94.0,166.0,5697.0,18762.0,83.0,111.0,1443560.0,41593.0,67126.0,140.0,43564.0,6992.0,6.0,1088.0,3734.0
Gujarat,March,Urban,32890.0,5.0,14.0,7468.0,1913.0,40.0,50.0,553680.0,32628.0,29573.0,1.0,37221.0,3522.0,0.0,187.0,438.0
Gujarat,May,Rural,75129.0,151.0,208.0,6609.0,24001.0,252.0,82.0,1651028.0,46314.0,60944.0,128.0,49301.0,7107.0,7.0,1598.0,5473.0
Gujarat,May,Urban,35719.0,3.0,9.0,10497.0,2145.0,71.0,45.0,652015.0,37421.0,31961.0,18.0,42791.0,3476.0,1.0,465.0,631.0
Gujarat,November,Rural,72646.0,119.0,134.0,7182.0,19763.0,307.0,75.0,1343847.0,50941.0,63654.0,146.0,55837.0,8858.0,5.0,1325.0,4869.0
Gujarat,November,Urban,32449.0,2.0,19.0,11223.0,1754.0,49.0,24.0,652652.0,40636.0,33020.0,13.0,46518.0,4020.0,0.0,135.0,398.0
Gujarat,October,Rural,62411.0,114.0,161.0,7637.0,23159.0,334.0,66.0,1367046.0,54050.0,65416.0,131.0,57001.0,10302.0,11.0,1322.0,4501.0
Gujarat,October,Urban,29961.0,5.0,15.0,11217.0,1803.0,128.0,10.0,586529.0,41219.0,31354.0,7.0,46155.0,4154.0,5.0,168.0,384.0
Gujarat,September,Rural,70868.0,250.0,135.0,7553.0,26041.0,409.0,66.0,1620340.0,52857.0,67156.0,131.0,57101.0,9482.0,12.0,1285.0,5274.0
Gujarat,September,Urban,33605.0,4.0,4.0,11670.0,2225.0,400.0,42.0,619440.0,42071.0,33601.0,8.0,47648.0,4094.0,1.0,211.0,559.0
Haryana,April,Rural,41963.0,123.0,155.0,2491.0,2638.0,11.0,35.0,1154213.0,16586.0,29698.0,42.0,17129.0,2630.0,3.0,758.0,1911.0
Haryana,April,Urban,14748.0,12.0,15.0,3990.0,671.0,0.0,0.0,281323.0,14636.0,13180.0,4.0,15081.0,929.0,3.0,93.0,222.0
Haryana,August,Rural,33709.0,114.0,195.0,3396.0,3226.0,12.0,20.0,1051466.0,27200.0,35083.0,56.0,27599.0,4499.0,12.0,814.0,2437.0
Haryana,August,Urban,12162.0,15.0,26.0,5108.0,1063.0,0.0,0.0,300191.0,17359.0,14118.0,2.0,18751.0,1380.0,2.0,98.0,164.0
Haryana,December,Rural,31969.0,113.0,91.0,3449.0,1367.0,10.0,13.0,1006148.0,24992.0,30702.0,47.0,25391.0,4455.0,1.0,955.0,1862.0
Haryana,December,Urban,10726.0,20.0,12.0,5385.0,452.0,0.0,1.0,314986.0,19574.0,12971.0,2.0,20846.0,1347.0,1.0,81.0,187.0
Haryana,February,Rural,40853.0,92.0,121.0,3169.0,1444.0,35.0,29.0,1130727.0,20246.0,28028.0,30.0,20649.0,3270.0,4.0,856.0,1993.0
Haryana,February,Urban,13032.0,12.0,13.0,4269.0,801.0,8.0,2.0,321941.0,15213.0,12470.0,0.0,17164.0,1210.0,1.0,58.0,186.0
Haryana,January,Rural,37772.0,119.0,112.0,3424.0,1276.0,7.0,13.0,1035097.0,23849.0,26307.0,49.0,24082.0,3610.0,2.0,965.0,1826.0
Haryana,January,Urban,11979.0,9.0,12.0,4957.0,562.0,0.0,0.0,324431.0,17442.0,12615.0,4.0,19642.0,1509.0,1.0,66.0,282.0
Haryana,July,Rural,37930.0,99.0,174.0,3016.0,3720.0,20.0,53.0,1088345.0,23832.0,36859.0,43.0,24619.0,3993.0,6.0,739.0,2791.0
Haryana,July,Urban,13150.0,8.0,21.0,4623.0,969.0,0.0,1.0,310189.0,15992.0,15308.0,2.0,17124.0,1308.0,1.0,68.0,215.0
Haryana,June,Rural,37880.0,128.0,146.0,2449.0,3316.0,8.0,43.0,957235.0,18943.0,35387.0,36.0,19642.0,2981.0,7.0,645.0,2264.0
Haryana,June,Urban,12087.0,17.0,15.0,4108.0,794.0,0.0,0.0,296821.0,13636.0,13579.0,4.0,14458.0,1072.0,0.0,70.0,176.0
Haryana,March,Rural,35614.0,109.0,106.0,2806.0,1406.0,16.0,20.0,1113475.0,18909.0,23148.0,36.0,19352.0,3001.0,2.0,643.0,1721.0
Haryana,March,Urban,10347.0,9.0,14.0,3845.0,627.0,0.0,4.0,292363.0,14459.0,11091.0,1.0,15902.0,921.0,1.0,41.0,129.0
Haryana,May,Rural,40723.0,123.0,176.0,2519.0,3354.0,7.0,26.0,1094400.0,17855.0,35250.0,47.0,18477.0,3012.0,8.0,777.0,2086.0
Haryana,May,Urban,14450.0,14.0,14.0,3885.0,1174.0,0.0,0.0,297063.0,14497.0,14626.0,5.0,15105.0,976.0,2.0,84.0,177.0
Haryana,November,Rural,30184.0,101.0,109.0,3297.0,1548.0,15.0,14.0,1034826.0,25312.0,31169.0,69.0,25532.0,4404.0,1.0,806.0,2073.0
Haryana,November,Urban,10520.0,18.0,15.0,5220.0,547.0,0.0,0.0,301761.0,19401.0,13680.0,1.0,20909.0,1359.0,1.0,97.0,167.0
Haryana,October,Rural,26591.0,107.0,155.0,3171.0,1724.0,20.0,59.0,1018191.0,26392.0,33393.0,79.0,26772.0,4770.0,5.0,685.0,2143.0
Haryana,October,Urban,9866.0,9.0,8.0,5642.0,1270.0,3.0,1.0,289912.0,18866.0,14117.0,6.0,21007.0,1473.0,1.0,73.0,98.0
Haryana,September,Rural,32184.0,100.0,153.0,3239.0,2453.0,8.0,45.0,1074255.0,26094.0,34324.0,42.0,26286.0,4566.0,8.0,708.0,2516.0
Haryana,September,Urban,12237.0,7.0,10.0,5682.0,604.0,0.0,1.0,285736.0,19934.0,13983.0,0.0,21684.0,1345.0,0.0,76.0,167.0
Himachal Pradesh,April,Rural,10234.0,14.0,27.0,1357.0,1531.0,1.0,8.0,321599.0,5765.0,7633.0,8.0,5771.0,870.0,0.0,146.0,52.0
Himachal Pradesh,April,Urban,46.0,0.0,0.0,0.0,6.0,0.0,0.0,1986.0,0.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0
Himachal Pradesh,August,Rural,9069.0,19.0,40.0,1745.0,1809.0,0.0,2.0,326539.0,7259.0,8801.0,7.0,7439.0,1067.0,2.0,113.0,67.0
Himachal Pradesh,August,Urban,47.0,0.0,0.0,0.0,2.0,0.0,0.0,1605.0,1.0,75.0,0.0,1.0,0.0,0.0,0.0,0.0
Himachal Pradesh,December,Rural,8505.0,25.0,36.0,1699.0,884.0,0.0,3.0,326835.0,6899.0,7292.0,13.0,6984.0,1046.0,1.0,273.0,46.0
Himachal Pradesh,December,Urban,46.0,0.0,0.0,0.0,8.0,0.0,0.0,1432.0,0.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0
Himachal Pradesh,February,Rural,10600.0,34.0,17.0,1603.0,1139.0,0.0,8.0,301672.0,6834.0,7636.0,10.0,6681.0,987.0,1.0,224.0,43.0
Himachal Pradesh,February,Urban,55.0,0.0,0.0,0.0,11.0,0.0,0.0,1744.0,1.0,62.0,0.0,1.0,0.0,0.0,1.0,0.0
Himachal Pradesh,January,Rural,9415.0,25.0,26.0,1678.0,1006.0,1.0,6.0,303761.0,7172.0,7665.0,1.0,7111.0,980.0,1.0,238.0,56.0
Himachal Pradesh,January,Urban,34.0,0.0,0.0,0.0,10.0,0.0,0.0,1997.0,0.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0
Himachal Pradesh,July,Rural,9727.0,15.0,35.0,1746.0,1841.0,0.0,2.0,379204.0,7409.0,8975.0,5.0,7489.0,1021.0,0.0,119.0,72.0
Himachal Pradesh,July,Urban,41.0,0.0,0.0,0.0,34.0,0.0,0.0,1382.0,4.0,101.0,0.0,4.0,0.0,0.0,0.0,0.0
Himachal Pradesh,June,Rural,9698.0,20.0,46.0,1493.0,1877.0,0.0,8.0,279787.0,6047.0,9362.0,6.0,6119.0,876.0,0.0,139.0,55.0
Himachal Pradesh,June,Urban,56.0,0.0,0.0,0.0,14.0,0.0,0.0,1027.0,2.0,80.0,0.0,2.0,0.0,0.0,0.0,0.0
Himachal Pradesh,March,Rural,8498.0,22.0,21.0,1598.0,1009.0,0.0,9.0,331433.0,6240.0,6781.0,6.0,6442.0,884.0,1.0,191.0,13.0
Himachal Pradesh,March,Urban,41.0,0.0,0.0,0.0,5.0,0.0,0.0,1247.0,1.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0
Himachal Pradesh,May,Rural,10010.0,17.0,59.0,1545.0,1648.0,2.0,7.0,316680.0,6010.0,8974.0,5.0,6104.0,918.0,0.0,216.0,47.0
Himachal Pradesh,May,Urban,54.0,0.0,0.0,0.0,8.0,0.0,0.0,804.0,0.0,81.0,0.0,0.0,0.0,0.0,0.0,0.0
Himachal Pradesh,November,Rural,8225.0,30.0,23.0,1754.0,961.0,0.0,1.0,330333.0,7217.0,8698.0,12.0,7108.0,1008.0,3.0,218.0,60.0
Himachal Pradesh,November,Urban,49.0,0.0,0.0,0.0,9.0,0.0,0.0,5247.0,0.0,88.0,0.0,0.0,0.0,0.0,0.0,0.0
Himachal Pradesh,October,Rural,7516.0,26.0,46.0,1746.0,1139.0,1.0,1.0,270644.0,7817.0,8317.0,1.0,7552.0,1064.0,0.0,175.0,62.0
Himachal Pradesh,October,Urban,37.0,0.0,0.0,0.0,5.0,0.0,0.0,1144.0,3.0,65.0,0.0,2.0,0.0,0.0,0.0,0.0
Himachal Pradesh,September,Rural,8658.0,27.0,34.0,1772.0,1403.0,10.0,10.0,295888.0,7095.0,8937.0,7.0,7233.0,1275.0,0.0,136.0,62.0
Himachal Pradesh,September,Urban,40.0,0.0,0.0,0.0,24.0,0.0,0.0,1646.0,0.0,89.0,0.0,0.0,0.0,0.0,0.0,0.0
Jammu & Kashmir,April,Rural,23054.0,0.0,2.0,4449.0,3322.0,5.0,2.0,174313.0,11057.0,15470.0,18.0,11184.0,571.0,1.0,669.0,2968.0
Jammu & Kashmir,April,Urban,4916.0,0.0,0.0,1015.0,126.0,0.0,2.0,13047.0,1232.0,1752.0,0.0,1238.0,92.0,0.0,84.0,48.0
Jammu & Kashmir,August,Rural,21210.0,2.0,3.0,5839.0,5279.0,0.0,2.0,271583.0,14290.0,14827.0,10.0,14736.0,798.0,0.0,617.0,3715.0
Jammu & Kashmir,August,Urban,4457.0,0.0,0.0,1280.0,124.0,110.0,2.0,16959.0,1448.0,1508.0,0.0,1487.0,95.0,0.0,97.0,42.0
Jammu & Kashmir,December,Rural,25937.0,2.0,2.0,5214.0,3621.0,5.0,2.0,228395.0,12719.0,17379.0,22.0,12835.0,783.0,0.0,762.0,1514.0
Jammu & Kashmir,December,Urban,5675.0,0.0,0.0,1118.0,104.0,0.0,1.0,14673.0,1281.0,1607.0,0.0,1338.0,78.0,0.0,115.0,42.0
Jammu & Kashmir,February,Rural,27418.0,2.0,0.0,5200.0,3482.0,0.0,0.0,213703.0,13112.0,18317.0,16.0,13372.0,830.0,0.0,917.0,2801.0
Jammu & Kashmir,February,Urban,5299.0,0.0,0.0,1108.0,94.0,0.0,0.0,14133.0,1194.0,1970.0,0.0,1276.0,80.0,0.0,146.0,41.0
Jammu & Kashmir,January,Rural,25067.0,4.0,3.0,5614.0,3001.0,0.0,2.0,208209.0,13959.0,15939.0,27.0,14189.0,817.0,0.0,806.0,1396.0
Jammu & Kashmir,January,Urban,5369.0,0.0,0.0,1254.0,123.0,0.0,0.0,12636.0,1386.0,1823.0,0.0,1461.0,102.0,0.0,139.0,54.0
Jammu & Kashmir,July,Rural,28185.0,2.0,3.0,5724.0,7975.0,0.0,7.0,361112.0,14609.0,17985.0,18.0,14737.0,804.0,0.0,592.0,3736.0
Jammu & Kashmir,July,Urban,5942.0,0.0,0.0,1491.0,147.0,3.0,2.0,31391.0,1630.0,1828.0,0.0,1666.0,92.0,0.0,127.0,55.0
Jammu & Kashmir,June,Rural,25984.0,2.0,4.0,5358.0,6557.0,0.0,5.0,208581.0,14029.0,18965.0,27.0,14554.0,758.0,1.0,703.0,2424.0
Jammu & Kashmir,June,Urban,4884.0,0.0,0.0,1287.0,238.0,4.0,3.0,16247.0,1415.0,1830.0,0.0,1436.0,87.0,0.0,93.0,31.0
Jammu & Kashmir,March,Rural,22470.0,5.0,0.0,6279.0,3091.0,0.0,2.0,221947.0,15072.0,18095.0,22.0,16243.0,897.0,0.0,1067.0,2657.0
Jammu & Kashmir,March,Urban,4313.0,0.0,0.0,1165.0,57.0,0.0,0.0,13818.0,1314.0,1859.0,0.0,1356.0,71.0,0.0,105.0,19.0
Jammu & Kashmir,May,Rural,25974.0,1.0,1.0,5623.0,4268.0,0.0,9.0,191823.0,14232.0,17961.0,422.0,14417.0,719.0,0.0,715.0,2939.0
Jammu & Kashmir,May,Urban,5223.0,0.0,0.0,1362.0,255.0,0.0,0.0,14336.0,1570.0,2052.0,0.0,1576.0,117.0,0.0,105.0,49.0
Jammu & Kashmir,November,Rural,24052.0,3.0,3.0,4958.0,3381.0,1.0,2.0,205155.0,12352.0,17566.0,15.0,12591.0,808.0,0.0,718.0,3784.0
Jammu & Kashmir,November,Urban,4932.0,0.0,0.0,1072.0,153.0,0.0,0.0,13713.0,1229.0,1691.0,0.0,1270.0,78.0,0.0,126.0,39.0
Jammu & Kashmir,October,Rural,23545.0,0.0,2.0,5079.0,3862.0,9.0,2.0,209497.0,12778.0,16830.0,20.0,12941.0,806.0,2.0,606.0,3804.0
Jammu & Kashmir,October,Urban,4783.0,0.0,0.0,1062.0,106.0,0.0,0.0,12331.0,1253.0,1866.0,0.0,1257.0,71.0,0.0,143.0,49.0
Jammu & Kashmir,September,Rural,24969.0,1.0,2.0,5774.0,5252.0,3.0,0.0,234511.0,14320.0,18248.0,10.0,14417.0,810.0,1.0,598.0,1590.0
Jammu & Kashmir,September,Urban,4966.0,0.0,0.0,1132.0,158.0,0.0,17.0,15693.0,1285.0,1912.0,0.0,1288.0,87.0,0.0,122.0,23.0
Jharkhand,April,Rural,71832.0,13.0,14.0,3976.0,1719.0,350.0,19.0,532139.0,53047.0,57961.0,33.0,52250.0,3541.0,18.0,838.0,865.0
Jharkhand,April,Urban,6346.0,0.0,0.0,717.0,104.0,0.0,2.0,11694.0,2815.0,5223.0,0.0,2911.0,199.0,0.0,43.0,27.0
Jharkhand,August,Rural,76815.0,9.0,11.0,4499.0,2187.0,713.0,74.0,707823.0,61534.0,62785.0,10.0,60707.0,4299.0,15.0,809.0,1182.0
Jharkhand,August,Urban,5897.0,0.0,0.0,674.0,110.0,24.0,1.0,13689.0,2969.0,4881.0,0.0,2964.0,224.0,0.0,35.0,18.0
Jharkhand,December,Rural,72812.0,20.0,8.0,4191.0,1282.0,546.0,10.0,672527.0,57918.0,66170.0,21.0,57890.0,4342.0,9.0,1094.0,723.0
Jharkhand,December,Urban,5718.0,0.0,0.0,676.0,89.0,33.0,0.0,17292.0,2357.0,5168.0,0.0,2347.0,167.0,0.0,32.0,20.0
Jharkhand,February,Rural,78975.0,11.0,18.0,4114.0,1362.0,372.0,51.0,798509.0,53694.0,63765.0,15.0,54141.0,3242.0,6.0,801.0,906.0
Jharkhand,February,Urban,6050.0,0.0,2.0,573.0,102.0,38.0,4.0,16030.0,2613.0,5479.0,0.0,2611.0,154.0,0.0,159.0,18.0
Jharkhand,January,Rural,74377.0,7.0,27.0,4085.0,1262.0,372.0,71.0,700672.0,56566.0,58677.0,14.0,56298.0,3988.0,9.0,1014.0,823.0
Jharkhand,January,Urban,6538.0,0.0,0.0,678.0,74.0,32.0,2.0,22860.0,2826.0,5015.0,1.0,2831.0,172.0,0.0,35.0,13.0
Jharkhand,July,Rural,77901.0,21.0,18.0,4533.0,1998.0,494.0,24.0,1198308.0,55923.0,60893.0,23.0,56580.0,4099.0,10.0,778.0,930.0
Jharkhand,July,Urban,6363.0,0.0,0.0,738.0,195.0,14.0,1.0,26207.0,2745.0,4757.0,0.0,2751.0,229.0,0.0,54.0,8.0
Jharkhand,June,Rural,75421.0,14.0,18.0,4002.0,1761.0,416.0,32.0,600473.0,51992.0,60560.0,15.0,51840.0,3553.0,14.0,836.0,854.0
Jharkhand,June,Urban,6384.0,0.0,0.0,571.0,114.0,14.0,0.0,18581.0,2528.0,4816.0,0.0,2528.0,185.0,0.0,53.0,52.0
Jharkhand,March,Rural,63784.0,11.0,15.0,3680.0,863.0,187.0,22.0,707779.0,48385.0,52020.0,19.0,49860.0,3011.0,4.0,728.0,653.0
Jharkhand,March,Urban,5185.0,0.0,1.0,680.0,97.0,8.0,0.0,18239.0,2324.0,4114.0,0.0,2259.0,62.0,0.0,43.0,23.0
Jharkhand,May,Rural,72319.0,10.0,32.0,4279.0,1927.0,388.0,14.0,606595.0,54655.0,58279.0,21.0,53781.0,3714.0,12.0,993.0,906.0
Jharkhand,May,Urban,5939.0,0.0,0.0,782.0,133.0,18.0,4.0,14052.0,2701.0,4758.0,0.0,2680.0,209.0,0.0,68.0,23.0
Jharkhand,November,Rural,73873.0,29.0,8.0,4446.0,1213.0,675.0,48.0,696144.0,57092.0,63094.0,11.0,59657.0,4761.0,8.0,816.0,845.0
Jharkhand,November,Urban,5493.0,0.0,0.0,169.0,41.0,46.0,0.0,14611.0,2262.0,4760.0,0.0,2258.0,251.0,0.0,41.0,12.0
Jharkhand,October,Rural,71036.0,15.0,13.0,4529.0,1425.0,748.0,7.0,680486.0,59785.0,60604.0,20.0,60295.0,4786.0,25.0,1064.0,1040.0
Jharkhand,October,Urban,5646.0,0.0,0.0,878.0,32.0,18.0,1.0,15989.0,2078.0,4680.0,0.0,2080.0,209.0,0.0,59.0,45.0
Jharkhand,September,Rural,72917.0,10.0,14.0,4490.0,7373.0,773.0,63.0,652548.0,59898.0,63770.0,14.0,59638.0,4381.0,17.0,836.0,988.0
Jharkhand,September,Urban,5390.0,0.0,0.0,727.0,93.0,20.0,3.0,13933.0,2627.0,4115.0,0.0,2693.0,196.0,0.0,33.0,49.0
Karnataka,April,Rural,67864.0,98.0,459.0,10449.0,15631.0,43.0,144.0,1038074.0,38825.0,58976.0,107.0,41172.0,5032.0,6.0,2598.0,1960.0
Karnataka,April,Urban,24906.0,14.0,25.0,12681.0,2988.0,30.0,14.0,182409.0,29792.0,19754.0,8.0,32696.0,1697.0,0.0,1337.0,502.0
Karnataka,August,Rural,67369.0,152.0,513.0,11806.0,18008.0,112.0,64.0,1124313.0,41039.0,62332.0,103.0,45185.0,5817.0,6.0,2590.0,2502.0
Karnataka,August,Urban,21270.0,10.0,19.0,12702.0,3673.0,7.0,21.0,206951.0,29749.0,22229.0,8.0,32548.0,1910.0,3.0,1199.0,468.0
Karnataka,December,Rural,73145.0,113.0,416.0,11721.0,15287.0,30.0,83.0,1106170.0,39747.0,63687.0,70.0,42424.0,5505.0,8.0,2757.0,1663.0
Karnataka,December,Urban,21581.0,10.0,14.0,12604.0,2889.0,14.0,22.0,501830.0,27984.0,22134.0,7.0,30236.0,1934.0,1.0,1317.0,515.0
Karnataka,February,Rural,78500.0,113.0,392.0,11462.0,15610.0,392.0,132.0,1162352.0,37501.0,66599.0,68.0,40277.0,5807.0,11.0,2599.0,2011.0
Karnataka,February,Urban,23151.0,5.0,12.0,12163.0,3186.0,342.0,17.0,231239.0,27810.0,26772.0,7.0,29912.0,2997.0,0.0,1084.0,511.0
Karnataka,January,Rural,78113.0,121.0,451.0,11559.0,14375.0,7.0,146.0,1132411.0,37170.0,67107.0,58.0,40576.0,6003.0,5.0,2743.0,1935.0
Karnataka,January,Urban,21946.0,10.0,22.0,11959.0,2637.0,94.0,15.0,509960.0,27678.0,24012.0,8.0,29430.0,1731.0,0.0,1214.0,546.0
Karnataka,July,Rural,73088.0,128.0,404.0,11136.0,17685.0,351.0,121.0,1114413.0,39368.0,71296.0,83.0,41749.0,5487.0,6.0,3203.0,2428.0
Karnataka,July,Urban,24368.0,11.0,19.0,11981.0,3739.0,72.0,27.0,198092.0,27746.0,23503.0,6.0,30899.0,2268.0,2.0,1226.0,494.0
Karnataka,June,Rural,73763.0,118.0,522.0,11084.0,18515.0,27.0,56.0,1092016.0,42368.0,67024.0,71.0,44028.0,5646.0,6.0,2649.0,2117.0
Karnataka,June,Urban,26778.0,17.0,24.0,12691.0,4076.0,10.0,17.0,180075.0,28777.0,21603.0,9.0,32334.0,2024.0,1.0,1197.0,593.0
Karnataka,March,Rural,76242.0,102.0,384.0,13044.0,14468.0,37.0,302.0,1147733.0,41688.0,63340.0,61.0,44915.0,5923.0,4.0,2415.0,2205.0
Karnataka,March,Urban,21069.0,8.0,9.0,11488.0,2602.0,23.0,9.0,224900.0,25510.0,22139.0,1.0,27818.0,1811.0,2.0,1097.0,393.0
Karnataka,May,Rural,69001.0,145.0,514.0,11608.0,15776.0,33.0,62.0,1037668.0,41861.0,61852.0,105.0,44537.0,5986.0,15.0,3320.0,2029.0
Karnataka,May,Urban,24629.0,11.0,17.0,11883.0,3543.0,166.0,12.0,195864.0,29776.0,21152.0,8.0,32647.0,1947.0,1.0,1394.0,538.0
Karnataka,November,Rural,76616.0,130.0,461.0,12696.0,15412.0,42.0,151.0,1077829.0,44198.0,63667.0,90.0,48653.0,5966.0,12.0,2849.0,1867.0
Karnataka,November,Urban,22785.0,17.0,21.0,13475.0,3480.0,9.0,22.0,230409.0,28891.0,22186.0,6.0,31842.0,1963.0,1.0,1065.0,680.0
Karnataka,October,Rural,68452.0,120.0,476.0,12017.0,15884.0,134.0,88.0,1112486.0,42379.0,69003.0,105.0,45464.0,6194.0,3.0,2842.0,2094.0
Karnataka,October,Urban,21623.0,20.0,17.0,12747.0,3380.0,22.0,24.0,234701.0,28519.0,23770.0,5.0,32258.0,1910.0,2.0,1187.0,823.0
Karnataka,September,Rural,72565.0,145.0,506.0,11888.0,17569.0,65.0,93.0,1117201.0,43165.0,67858.0,107.0,46238.0,5958.0,9.0,2454.0,2575.0
